Subject/Category,Course Name,Course code,Credit Hours,Course_level,Prerequisite,Corequisite,Offered,Description,Major Applicable to,Requirement_type
PHYS - Physics,Introduction to Modern Optics,PHYS 472,3,400,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",None,,,,
PHYS - Physics,Senior Seminar,PHYS 490,1,400,None,None,,,,
PSCI - Political Science,Introduction to Political Science,PSCI 111,3,100,None,None,,,,
PSCI - Political Science,American Political Systems,PSCI 122,3,100,None,None,,,,
PSCI - Political Science,Introduction to Public Administration,PSCI 130,3,100,None,None,,,,
PSCI - Political Science,Admiinistrative Behavior,PSCI 205,3,200,None,None,,,,
PSCI - Political Science,Public Policy Analysis,PSCI 212,3,200,None,None,,,,
PSCI - Political Science,Public Personnel Administration,PSCI 216,3,200,None,None,,,,
PSCI - Political Science,International Politics ,PSCI 221,3,200,None,None,,,,
PSCI - Political Science,American Foreign Policy,PSCI 228,3,200,None,None,,,,
PSCI - Political Science,Classical Political Theory,PSCI 231,3,200,None,None,,,,
PSCI - Political Science,Modern Political Theory,PSCI 232,3,200,None,None,,,,
PSCI - Political Science,African-American Political Thought,PSCI 245,3,200,None,None,,,,
PSCI - Political Science,Judicial Process,PSCI 252,3,200,None,None,,,,
PSCI - Political Science,Politics in the Black Community,PSCI 254,3,200,None,None,,,,
PSCI - Political Science,American Constitutional Law,PSCI 305,3,300,Junior or Instructor Permission,None,,,,
PSCI - Political Science,Internship in Political Science,PSCI 310,3 to 12,300,Junior,None,,,,
PSCI - Political Science,Public Financial Administration,PSCI 314,3,300,None,None,,,,
PSCI - Political Science,Selected Topics in Political Science ,PSCI 320,3,300,None,None,,,,
PSCI - Political Science,International Law and organization,PSCI 321,3,300,None,None,,,,
PSCI - Political Science,Independent Study in Political Science,PSCI 340,3,300,None,None,,,,
PSCI - Political Science,Administrative Law,PSCI 342,3,300,None,None,,,,
PSCI - Political Science,African Political Systems,PSCI 406,3,400,None,None,,,,
PSCI - Political Science,Senior Seminar,PSCI 442,3,400,Senior,None,,,,
PSY - Psychology,General Psychology,PSY 180,3,100,None,None,,,,
PSY - Psychology,Child and Adolescent Development,PSY 205,3,200,PSY 180,None,,,,
PSY - Psychology,Biological Psychology,PSY 217,3,200,PSY 180,None,,,,
PSY - Psychology,Introduction to Personality,PSY 221,3,200,PSY 180,None,,,,
PSY - Psychology,Psychological Assessment ,PSY 224,3,200,"PSY 180, HSS 280",None,,,,
PSY - Psychology,Psychology of Women and Gender,PSY 231,3,200,PSY 180,None,,,,
PSY - Psychology,Psychology of Women and Gender Honors,PSY 231H,3,200,PSY 180,None,,,,
PSY - Psychology,Organizational Psychology,PSY 256,3,200,PSY 180,None,,,,
PSY - Psychology,Learning and Cognition,PSY 262,3,200,"PSY 180, HSS 280",None,,,,
PSY - Psychology,Experimental and Quasi-Research Experimental Designs in Psychology,PSY 310,3,300,PSY 180,None,,,,
PSY - Psychology,Social Psychology ,PSY 341,3,300,PSY 180,None,,,,
PSY - Psychology,Abnormal Psychology,PSY 348,3,300,PSY 180,None,,,,
PSY - Psychology,Field Placement,PSY 374,3,300,PSY 180,None,,,,
PSY - Psychology,Special Topics in Psychology ,PSY 380,3,300,PSY 180,None,,,,
PSY - Psychology,Psychology of Race and Ethnicity,PSY 380R,3,300,PSY 180,None,Summer II,,,
PSY - Psychology,Independent Readings and Research ,PSY 450,1 to 3,400,None,None,,,,
PSY - Psychology,Senior Seminar,PSY 481,3,400,Senior,None,,,,
SOC - Sociology,Introduction to Sociology,SOC 100,3,400,None,None,,,,
SOC - Sociology,Family Life,SOC 101,3,100,None,None,,,,
SOC - Sociology,Relations between Men and Women,SOC 108,3,100,None,None,,,,
SOC - Sociology,Social Problems,SOC 115,3,100,None,None,,,,
SOC - Sociology,Urban Sociology,SOC 206,3,200,None,None,,,,
SOC - Sociology,Environmental Justice,SOC 220,3,200,None,None,,,,
SOC - Sociology,"Media, Society, and Culture",SOC 245,3,200,None,None,,,,
SOC - Sociology,Deviance and Social Control,SOC 254,3,200,None,None,,,,
SOC - Sociology,Women and Crime,SOC 260,3,200,None,None,,,,
SOC - Sociology,"Life Cycle, Adulthood, and Aging",SOC 282,3,200,None,None,,,,
SOC - Sociology,Research Methods,SOC 290,3,200,None,None,,,,
SOC - Sociology,Demography,SOC 326,3,300,"SOC 100, CORE 130 or MATH",None,,,,
SOC - Sociology,Social Psychology ,SOC 342,3,300,SOC 100,None,,,,
SOC - Sociology,Environmental Justice,SOC 345,3,300,SOC 100,None,,,,
SOC - Sociology,Social Movements and Social Change,SOC 347,3,300,None,None,,,,
SOC - Sociology,Criminology,SOC 351,3,300,None,None,,,,
SOC - Sociology,African and Americas,SOC 352,3,300,SOC 100,None,,,,
SOC - Sociology,Juvenile Delinquency,SOC 355,3,300,None,None,,,,
SOC - Sociology,Law and Society,SOC 358,3,300,None,None,,,,
SOC - Sociology,Special Topics in Sociology,SOC 360,3,300,None,None,,,,
SOC - Sociology,Medical Sociology,SOC 365,3,300,None,None,,,,
SOC - Sociology,Practicum I,SOC 370,3,300,Junior,None,,,,
SOC - Sociology,Classical Sociological Theory,SOC 373,3,300,SOC 100,None,,,,
SOC - Sociology,Sociological Theory,SOC 374,3,300,SOC 100,None,,,,
SOC - Sociology,Social Dimensions of Disaster,SOC 375,3,300,None,None,,,,
SOC - Sociology,Race and Ethnicity,SOC 376,3,300,SOC 100,None,,,,
SOC - Sociology,Independent Readings and Research ,SOC 380,1 to 3,300,SOC 100,None,,,,
SOC - Sociology,Practicum II,SOC 390,3,300,None,None,,,,
SOC - Sociology,Senior Seminar ,SOC 499,3,400,"SOC 100, HSS 280, SOC 374",None,,,,
SOC - Sociology,Senior Seminar,SOC 499M,3,400,"SOC 100, SOC 374",None,,,,
SOJ - Social Justice,Introduction to Social Justice,SOJ 100,3,100,None,None,,,,
SPAN - Spanish,Elementary Spanish I,SPAN 101,3,100,None,None,,,,
SPAN - Spanish,Elementary Spanish II,SPAN 102,3,100,None,None,,,,
SPAN - Spanish,Intensive Intermediate Spanish,SPAN 200,3,100,SPAN 101,None,,,,
SPAN - Spanish,Spanish for the Health Care Professional,SPAN 300,3,200,SPAN 102,None,,,,
SPAN - Spanish,Language and Culture,SPAN 310,3,300,SPAN 200,None,,,,
SPAN - Spanish,Conversation and Composition in Spanish I,SPAN 311,3,300,SPAN 200,None,,,,
SPAN - Spanish,Conversation and Composition in Spanish II,SPAN 312,3,300,SPAN 200,None,,,,
SPAN - Spanish,Survey of Spanish Literature I,SPAN 313,3,300,SPAN 311,None,,,,
SPAN - Spanish,Survey of Spanish Literature II,SPAN 314,3,300,SPAN 312,None,,,,
SPAN - Spanish,Business Language,SPAN 320,3,300,SPAN 313,None,,,,
SPAN - Spanish,Independent Study in Spanish,SPAN 330,3,300,SPAN 200,None,,,,
SPAN - Spanish,Survey of Latin American Literature,SPAN 340,1 to 3,300,Instructor Permission,None,,,,
SPAN - Spanish,Caribbean Literature,SPAN 350,3,300,SPAN 312,None,,,,
SPAN - Spanish,The Golden Age of Spanish Literature,SPAN 360,3,300,SPAN 312,None,,,,
SPAN - Spanish,20th Century Spanish Literature,SPAN 370,3,300,SPAN 312,None,,,,
SPAN - Spanish,Seminar,SPAN 380,3,300,SPAN 312,None,,,,
SPED - Special Education,Introduction to Special Education,SPED 210,3,300,SPAN 312,None,,,,
SPED - Special Education,Professional Aspects of Special Education,SPED 270,3,200,None,None,,,,
SPED - Special Education,Practical Application of Special Education ,SPED 280,3,200,None,None,,,,
SPED - Special Education,Characteristics and Needs of Exceptional Children,SPED 310,3,200,Field Experience ,None,,,,
SPED - Special Education,Nature of Learning Disabled Children ,SPED 311,3,300,Field Experience ,None,,,,
SPED - Special Education,Nature of Learning Disabled Children (Summer)  ,SPED 311BL,3,300,None,None,,,,
SPED - Special Education,Techniques and Strategies,SPED 350,3,300,"EDUC 250, EDUC 260, SPED 210",None,,,,
SPED - Special Education,Managing Inappropriate Classroom Behavior,SPED 360,3,300,Field Experience ,None,,,,
SPED - Special Education,Procedures for Teaching the Gifted ,SPED 400,3,300,None,None,,,,
SPED - Special Education,Assessment in Special Education,SPED 410,3,400,Field Experience ,None,,,,
SPED - Special Education,Integrating Technology in Special Education,SPED 420,3,400,Field Experience ,None,,,,
SPED - Special Education,Student Teaching of Exceptional Children,SPED 480,3,400,None,None,,,,
SW - Social Work,Introduction to Social Work,SW 204,9,400,"Completion of course requirements, admission to the Teacher Education Program",None,,,,
SW - Social Work,Interviewing and Counseling Techniques,SW 215,3,200,None,None,,,,
SW - Social Work,Understanding Human Diversity,SW 230,3,200,None,None,,,,
SW - Social Work,Social Welfare Policies and Services I,SW 255,3,200,None,None,,,,
SW - Social Work,Human Behavior and the Social Environment I: Infancy through Adolescence,SW 270,3,200,None,None,,,,
SW - Social Work,"Generalist Practice I: Individuals, Families and Groups",SW 360,3,200,None,None,,,,
SW - Social Work,Social Welfare Policies and Services II,SW 378,3,300,None,None,,,,
SW - Social Work,Human Behavior and the Social Environment I: Iadulthood,SW 389,3,300,SW 255,None,,,,
SW - Social Work,Social Work Research Methods,SW 399,3,300,None,None,,,,
SW - Social Work,Generalist Practice II: Organizations and Communities,SW 448,3,300,None,None,,,,
SW - Social Work,Social Work Field Experience and Seminar I,SW 485,3,400,SW 360,None,,,,
SW - Social Work,Social Work Field Experience and Seminar II,SW 486,6,400,None,None,,,,
,,,6,400,None,None,,,,
